Potential_Customer,C_ID,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income
0,91022,,2,2,1,1,$15.00 ,$10.00 ,$10.00 ,$5.00 ,15,27,9,20,18,3,8,7,N,0,59,F,H,"$66,631.00 "
1,91879,$20.00 ,2,3,0,1,$20.00 ,$15.00 ,$12.00 ,,18,56,14,27,35,6,6,12,A,0,,F,U,$0.00 
0,91031,,1,2,0,0,$20.00 ,$20.00 ,$20.00 ,,19,20,13,20,18,6,6,7,N,0,72,F,U,"$37,529.00 "
1,6292,$20.00 ,2,25,0,8,$14.00 ,$19.00 ,$13.24 ,,5,126,32,51,114,8,8,33,A,1,81,F,H,"$70,936.00 "
1,91101,$25.00 ,1,5,1,3,$20.00 ,$20.00 ,$16.40 ,$20.00 ,21,88,10,24,51,4,10,19,A,1,52,M,H,"$74,592.00 "
0,138724,,2,7,1,3,$20.00 ,$15.00 ,$10.71 ,$10.00 ,26,130,12,29,57,5,13,24,A,0,42,M,U,$0.00 
0,91156,,4,16,1,6,$8.00 ,$8.25 ,$7.69 ,$9.00 ,15,90,12,32,62,5,14,25,S,1,74,M,H,"$55,028.00 "
0,91134,,2,2,1,1,$20.00 ,$12.50 ,$12.50 ,$20.00 ,15,15,10,14,12,4,6,5,N,0,,F,U,$0.00 
1,91194,$7.00 ,4,19,3,17,$9.00 ,$8.00 ,$7.89 ,$9.00 ,17,130,11,25,77,5,11,28,S,1,47,F,H,"$44,714.00 "
0,91285,,1,4,0,1,$15.00 ,$15.00 ,$11.00 ,,26,57,10,27,39,4,4,14,A,0,47,F,H,"$67,436.00 "
0,91288,,3,9,2,6,$46.00 ,$36.33 ,$21.67 ,$43.00 ,21,89,13,33,57,6,16,25,S,1,75,M,U,"$67,436.00 "
0,4240,,2,10,1,4,$15.00 ,$13.00 ,$7.40 ,$11.00 ,18,76,10,21,48,4,9,17,A,1,,F,U,$0.00 
0,91333,,1,10,0,5,$15.00 ,$15.00 ,$9.50 ,,26,75,10,31,53,5,5,22,A,1,49,F,H,"$71,285.00 "
0,91337,,2,12,1,7,$5.00 ,$10.00 ,$6.17 ,$5.00 ,22,87,11,30,58,4,12,21,S,1,,F,U,$0.00 
0,91315,,4,4,3,3,$25.00 ,$18.25 ,$18.25 ,$19.33 ,17,33,14,32,31,6,15,13,A,0,33,M,H,"$71,285.00 "
1,186109,$8.00 ,5,23,2,13,$10.00 ,$8.80 ,$8.22 ,$8.50 ,6,112,22,42,88,7,16,31,S,1,84,F,U,"$65,500.00 "
1,91431,$50.00 ,3,5,3,3,$30.00 ,$23.33 ,$25.00 ,$23.33 ,15,26,16,29,26,6,12,10,N,1,68,F,H,"$69,583.00 "
0,91438,,2,3,2,2,$11.00 ,$6.00 ,$7.67 ,$6.00 ,19,24,12,23,23,6,11,9,N,0,,M,U,$0.00 
1,190799,$4.00 ,4,17,2,9,$5.00 ,$4.00 ,$3.06 ,$4.00 ,17,67,11,28,44,5,13,19,S,1,67,F,U,"$80,172.00 "
1,91453,$21.00 ,2,7,1,3,$25.00 ,$25.00 ,$18.71 ,$25.00 ,18,64,15,34,55,6,15,20,A,0,,F,U,$0.00 
1,91467,$8.00 ,5,17,3,9,$8.00 ,$8.20 ,$6.59 ,$7.67 ,18,77,11,30,57,5,14,22,S,1,56,F,H,"$61,831.00 "
1,7330,$6.00 ,8,60,6,24,$5.00 ,$5.00 ,$4.42 ,$5.00 ,5,128,32,52,134,7,18,38,S,1,77,F,U,"$61,831.00 "
1,91835,$5.00 ,5,7,3,4,$5.00 ,$5.00 ,$5.00 ,$5.00 ,17,33,12,29,30,6,15,13,A,1,47,F,H,"$69,121.00 "
1,91507,$14.00 ,4,4,2,2,$10.00 ,$8.75 ,$8.75 ,$7.50 ,16,29,13,26,23,6,12,10,A,0,61,F,H,"$69,121.00 "
1,91580,$4.00 ,4,13,3,10,$4.00 ,$4.75 ,$4.08 ,$5.00 ,17,81,11,31,55,6,15,22,S,1,,F,H,"$60,273.00 "
0,91584,,2,7,0,2,$25.00 ,$17.50 ,$10.71 ,,18,85,13,32,55,6,6,22,A,0,83,F,H,"$60,273.00 "
0,91588,,3,9,2,5,$15.00 ,$10.67 ,$9.67 ,$12.50 ,17,91,14,34,60,6,16,25,A,0,63,M,U,$0.00 
1,91591,$10.00 ,1,7,0,3,$15.00 ,$15.00 ,$9.86 ,,19,105,7,22,46,4,4,18,A,0,,M,U,"$60,273.00 "
1,91627,$7.00 ,4,18,3,11,$8.00 ,$6.50 ,$5.44 ,$6.33 ,16,129,13,29,59,5,11,22,S,1,70,F,U,"$53,341.00 "
0,545,,4,14,1,4,$10.00 ,$13.00 ,$10.86 ,$16.00 ,17,111,22,41,90,8,17,39,A,0,48,F,H,"$62,793.00 "
0,91671,,1,1,0,0,$15.00 ,$15.00 ,$15.00 ,,16,16,10,14,12,4,4,4,F,0,,M,U,$0.00 
0,91765,,3,13,0,5,$10.00 ,$8.33 ,$8.46 ,,18,89,13,35,64,6,6,25,S,1,84,F,H,"$77,654.00 "
1,89036,$30.00 ,3,10,0,2,$12.00 ,$11.33 ,$9.50 ,,16,53,13,33,46,6,6,19,S,1,72,F,U,"$91,659.00 "
1,91779,$20.00 ,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,17,17,11,16,14,5,7,6,F,0,37,F,H,"$61,655.00 "
1,91787,$25.00 ,1,2,1,1,$15.00 ,$15.00 ,$12.50 ,$15.00 ,20,44,10,24,28,4,9,10,A,0,51,F,H,"$61,655.00 "
0,91789,,4,12,2,6,$15.00 ,$13.75 ,$14.75 ,$12.50 ,15,80,13,34,66,6,16,26,A,1,37,F,H,"$61,655.00 "
0,91795,,2,33,1,13,$10.00 ,$10.00 ,$8.21 ,$10.00 ,15,113,6,15,61,3,8,22,S,1,,M,H,"$61,655.00 "
0,91635,,2,3,2,3,$25.00 ,$25.00 ,$25.00 ,$25.00 ,24,41,11,33,35,6,17,16,A,0,,F,U,"$61,655.00 "
1,11704,$10.00 ,3,13,2,9,$11.00 ,$11.00 ,$8.62 ,$11.00 ,19,88,21,41,80,6,15,23,S,1,71,M,H,"$56,942.00 "
1,12330,$100.00 ,2,12,0,5,$100.00 ,$100.00 ,$41.83 ,,4,125,27,49,87,6,6,31,A,1,,M,U,$0.00 
0,93139,,2,3,2,3,$20.00 ,$14.50 ,$10.67 ,$14.50 ,19,40,12,28,28,6,14,13,A,0,29,F,H,"$86,282.00 "
1,91707,$10.00 ,1,1,1,1,$25.00 ,$25.00 ,$25.00 ,$25.00 ,19,19,9,14,10,4,7,5,F,0,,F,H,"$86,282.00 "
1,91756,$7.00 ,7,38,4,17,$7.00 ,$7.00 ,$7.37 ,$7.00 ,18,126,12,34,81,6,17,33,S,1,39,M,H,"$86,282.00 "
1,90894,$4.00 ,9,19,5,9,$5.00 ,$4.22 ,$4.47 ,$4.20 ,18,81,13,32,58,6,17,23,S,1,,U,U,$0.00 
0,91825,,3,3,2,2,$15.00 ,$8.33 ,$8.33 ,$5.00 ,17,33,11,27,24,5,12,10,S,1,,F,U,$0.00 
1,11254,$25.00 ,4,13,2,3,$25.00 ,$25.00 ,$22.69 ,$25.00 ,6,113,32,53,104,7,17,28,A,0,62,F,U,"$59,321.00 "
0,93237,,2,5,0,2,$18.00 ,$15.00 ,$12.40 ,,18,53,12,31,39,6,6,17,A,0,53,F,H,"$67,201.00 "
1,91861,$12.00 ,3,16,1,6,$12.00 ,$12.00 ,$10.38 ,$12.00 ,15,80,12,32,60,5,14,23,A,1,56,F,H,"$67,201.00 "
1,91942,$3.00 ,8,27,6,18,$5.00 ,$3.50 ,$3.59 ,$3.67 ,17,126,12,31,75,6,17,34,S,1,74,M,H,"$71,014.00 "
1,7507,$10.00 ,3,38,3,14,$15.00 ,$13.00 ,$10.11 ,$13.00 ,17,89,21,35,93,4,11,20,S,1,72,M,U,"$71,014.00 "
1,11064,$10.00 ,6,19,5,9,$10.00 ,$10.33 ,$10.32 ,$10.40 ,17,57,32,51,85,6,17,22,S,1,81,F,U,"$71,014.00 "
0,91964,,1,17,0,9,$10.00 ,$13.00 ,$8.53 ,,18,113,13,32,69,5,5,27,A,1,44,F,U,"$66,944.00 "
1,91965,$16.00 ,5,16,4,9,$16.00 ,$16.00 ,$12.69 ,$16.00 ,19,113,13,35,73,6,17,30,S,1,52,U,U,$0.00 
0,91966,,2,2,0,0,$20.00 ,$12.50 ,$12.50 ,,25,31,9,22,22,4,4,8,A,0,,F,H,"$56,988.00 "
0,91284,,6,14,4,7,$12.00 ,$10.33 ,$8.36 ,$10.50 ,15,56,14,35,51,6,17,21,S,1,22,M,H,"$87,470.00 "
0,90473,,3,5,2,3,$18.00 ,$16.67 ,$14.00 ,$16.50 ,17,50,13,23,27,5,10,12,A,0,,F,U,$0.00 
1,92021,$20.00 ,1,1,0,0,$20.00 ,$20.00 ,$20.00 ,,20,20,10,17,15,4,4,6,F,1,65,M,H,"$43,191.00 "
0,92033,,2,6,2,5,$15.00 ,$15.00 ,$10.00 ,$15.00 ,16,65,14,34,49,6,16,19,A,0,65,M,H,"$43,191.00 "
0,92028,,2,4,0,2,$15.00 ,$15.00 ,$15.00 ,,18,45,8,25,32,4,4,13,A,0,47,M,H,"$43,191.00 "
1,92052,$10.00 ,3,20,1,13,$10.00 ,$6.67 ,$5.55 ,$5.00 ,18,124,12,31,74,5,13,30,A,1,84,M,H,"$43,191.00 "
1,92085,$15.00 ,2,13,2,8,$15.00 ,$12.50 ,$8.77 ,$12.50 ,21,113,12,28,68,5,12,25,A,1,78,M,H,"$59,014.00 "
0,92508,,3,7,1,4,$25.00 ,$21.67 ,$18.57 ,$20.00 ,19,111,13,35,65,6,17,28,A,0,82,F,U,$0.00 
1,92079,$15.00 ,4,13,2,6,$20.00 ,$15.25 ,$12.31 ,$12.50 ,18,81,13,35,64,6,17,25,A,1,82,M,H,"$59,014.00 "
1,60512,$25.00 ,1,10,0,5,$25.00 ,$50.00 ,$20.80 ,,18,102,15,37,70,6,6,29,A,0,69,U,U,$0.00 
1,92121,$15.00 ,3,3,2,2,$15.00 ,$15.00 ,$15.00 ,$15.00 ,20,33,12,31,29,6,15,13,A,1,33,M,H,"$74,207.00 "
0,92147,,3,3,3,3,$12.00 ,$10.67 ,$10.67 ,$10.67 ,16,23,14,25,23,6,11,9,N,1,53,F,H,"$81,157.00 "
1,92148,$25.00 ,2,2,2,2,$20.00 ,$16.50 ,$16.50 ,$16.50 ,24,32,9,26,24,4,11,10,A,0,37,M,U,"$81,157.00 "
0,94677,,4,29,3,11,$18.00 ,$16.00 ,$10.03 ,$16.00 ,17,128,8,25,59,4,13,22,S,1,85,M,H,"$79,730.00 "
1,92183,$5.00 ,7,16,5,9,$5.00 ,$5.71 ,$5.38 ,$5.60 ,15,57,13,34,50,6,17,20,A,1,86,F,H,"$79,730.00 "
1,92241,$20.00 ,2,21,1,13,$15.00 ,$15.00 ,$7.62 ,$15.00 ,26,130,9,26,70,4,12,29,A,1,63,M,H,"$81,739.00 "
1,92244,$5.00 ,5,16,4,11,$5.00 ,$4.60 ,$4.50 ,$4.50 ,18,125,12,32,65,6,17,31,S,1,58,F,H,"$81,739.00 "
1,92272,$20.00 ,6,7,4,5,$20.00 ,$17.50 ,$16.43 ,$20.00 ,16,41,15,35,40,6,16,15,S,1,,M,U,$0.00 
1,92293,$5.00 ,4,5,3,3,$6.00 ,$4.75 ,$5.80 ,$4.67 ,16,24,15,25,24,6,11,9,N,1,75,F,H,"$114,584.00 "
1,92312,$24.00 ,2,6,2,4,$18.00 ,$15.00 ,$10.33 ,$15.00 ,20,57,13,31,43,6,15,18,A,0,65,F,H,"$154,945.00 "
0,92318,,2,5,0,1,$25.00 ,$27.50 ,$22.00 ,,25,75,8,25,37,4,4,14,A,0,86,M,H,"$154,945.00 "
0,92366,,2,7,1,3,$26.00 ,$26.00 ,$24.14 ,$26.00 ,24,69,12,34,54,6,17,23,A,0,71,M,H,"$81,042.00 "
1,92355,$25.00 ,2,8,2,4,$15.00 ,$8.50 ,$8.00 ,$8.50 ,18,45,13,35,41,6,17,18,A,0,71,M,H,"$81,042.00 "
1,92348,$10.00 ,5,5,2,2,$10.00 ,$8.60 ,$8.60 ,$10.00 ,18,32,11,28,29,5,13,12,A,0,55,F,H,"$81,042.00 "
0,92403,,3,22,0,7,$5.00 ,$5.00 ,$3.82 ,,15,130,6,16,43,3,3,15,A,0,82,M,U,"$76,547.00 "
0,92408,,1,1,0,0,$50.00 ,$50.00 ,$50.00 ,,15,15,8,10,10,3,3,4,E,0,38,F,H,"$85,150.00 "
1,92443,$10.00 ,3,13,1,10,$10.00 ,$8.33 ,$6.15 ,$10.00 ,17,122,12,32,69,6,16,29,S,1,,F,U,$0.00 
0,92455,,4,14,4,12,$15.00 ,$10.50 ,$6.29 ,$10.50 ,24,126,11,31,69,6,16,32,A,1,43,F,H,"$62,493.00 "
0,90265,,2,2,2,2,$25.00 ,$25.00 ,$25.00 ,$25.00 ,22,29,14,28,26,6,13,11,A,0,,F,U,$0.00 
0,5424,,1,27,0,8,$25.00 ,$25.00 ,$46.07 ,,5,119,27,48,118,6,6,32,A,1,49,M,H,"$100,789.00 "
0,92506,,7,13,4,7,$14.00 ,$12.29 ,$10.69 ,$12.00 ,18,93,14,34,58,6,16,23,A,1,58,F,U,$0.00 
1,92514,$15.00 ,5,10,3,6,$15.00 ,$11.00 ,$9.20 ,$11.67 ,21,53,12,33,44,6,17,18,A,1,28,F,H,"$72,594.00 "
0,92553,,6,7,3,3,$15.00 ,$12.50 ,$12.14 ,$16.67 ,17,28,12,23,23,6,12,10,A,1,51,F,H,"$66,725.00 "
0,92617,,1,7,0,3,$15.00 ,$15.00 ,$9.71 ,,18,97,12,24,56,4,4,21,A,0,,M,U,$0.00 
1,90314,$7.00 ,8,17,5,8,$6.00 ,$9.25 ,$7.94 ,$9.20 ,18,77,14,36,62,6,17,23,S,1,63,F,U,"$73,508.00 "
0,92652,,2,2,0,0,$17.00 ,$16.00 ,$16.00 ,,18,31,10,23,22,4,4,8,A,0,65,M,U,"$70,097.00 "
0,92689,,4,18,2,14,$10.00 ,$8.50 ,$4.61 ,$8.50 ,21,127,11,32,69,5,15,30,A,1,87,F,H,"$86,725.00 "
0,92671,,4,5,2,3,$20.00 ,$15.75 ,$13.60 ,$14.00 ,18,44,13,32,37,6,14,14,A,0,54,F,H,"$86,725.00 "
0,92664,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,21,21,12,19,18,4,7,6,F,0,35,F,H,"$86,725.00 "
0,92254,,2,3,0,1,$50.00 ,$50.00 ,$41.67 ,,25,52,13,30,41,6,6,16,A,0,43,F,U,"$85,253.00 "
0,92748,,2,4,1,2,$25.00 ,$15.50 ,$9.75 ,$25.00 ,18,41,13,32,31,6,14,13,A,0,67,F,H,"$105,247.00 "
1,92749,$15.00 ,4,6,3,4,$12.00 ,$11.00 ,$9.83 ,$11.33 ,21,41,12,31,35,6,15,14,A,0,55,M,H,"$105,247.00 "
0,92768,,2,7,1,5,$20.00 ,$20.00 ,$12.29 ,$20.00 ,20,100,13,28,60,6,12,23,A,0,75,F,H,"$105,247.00 "
0,92760,,1,3,0,1,$15.00 ,$15.00 ,$13.33 ,,26,75,9,23,41,4,4,16,A,0,46,F,H,"$105,247.00 "
1,187755,$10.00 ,4,5,2,2,$10.00 ,$10.00 ,$10.00 ,$10.00 ,17,52,6,14,21,1,5,8,E,0,,M,U,$0.00 
0,1348,,4,8,2,3,$10.00 ,$10.50 ,$9.63 ,$10.00 ,15,57,18,35,62,6,14,21,A,0,,U,U,$0.00 
0,92777,,1,1,1,1,$100.00 ,$100.00 ,$100.00 ,$100.00 ,16,16,14,19,16,5,7,6,F,0,,M,U,$0.00 
1,93184,$10.00 ,2,16,1,7,$10.00 ,$10.00 ,$5.44 ,$10.00 ,19,103,11,30,66,4,12,26,A,1,80,F,U,"$98,951.00 "
1,93065,$10.00 ,4,16,2,8,$10.00 ,$9.75 ,$9.56 ,$11.00 ,18,88,6,22,60,3,12,22,A,1,,M,U,$0.00 
1,92801,$15.00 ,2,5,0,2,$15.00 ,$13.50 ,$10.60 ,,15,44,13,32,37,5,5,14,A,0,62,M,H,"$98,951.00 "
0,4208,,1,6,0,2,$32.00 ,$32.00 ,$56.17 ,,18,77,18,36,77,6,6,22,A,0,,U,U,$0.00 
1,92802,$10.00 ,2,6,2,4,$20.00 ,$17.50 ,$11.33 ,$17.50 ,17,53,13,34,45,6,17,18,A,0,55,M,U,$0.00 
0,92832,,2,10,2,6,$17.00 ,$16.00 ,$9.50 ,$16.00 ,21,57,13,31,49,6,14,19,S,1,54,F,H,"$30,185.00 "
0,92852,,4,25,3,13,$3.00 ,$5.75 ,$5.08 ,$5.67 ,15,130,7,18,51,3,8,21,S,1,83,M,H,"$30,185.00 "
0,92822,,1,1,0,0,$15.00 ,$15.00 ,$15.00 ,,20,20,8,15,12,3,3,5,F,0,,F,U,"$30,185.00 "
0,92864,,2,2,2,2,$15.00 ,$12.50 ,$12.50 ,$12.50 ,24,29,9,22,21,4,10,9,A,0,57,M,H,"$27,184.00 "
0,92860,,1,1,1,1,$25.00 ,$25.00 ,$25.00 ,$25.00 ,17,17,11,16,14,5,7,6,F,0,69,F,U,"$27,184.00 "
0,92863,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,21,21,8,15,13,3,6,5,N,0,,M,U,$0.00 
1,92891,$5.00 ,4,15,2,11,$5.00 ,$8.75 ,$5.27 ,$5.00 ,25,128,5,23,61,3,13,26,S,1,71,F,H,"$27,184.00 "
0,92856,,1,1,0,0,$15.00 ,$15.00 ,$15.00 ,,15,15,7,9,9,2,2,3,E,0,,F,U,$0.00 
1,12361,$100.00 ,1,4,1,1,$100.00 ,$100.00 ,$62.50 ,$100.00 ,19,49,29,44,56,6,13,12,A,0,55,F,H,"$71,979.00 "
1,92963,$20.00 ,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,16,16,11,16,13,5,7,6,F,0,,M,H,"$122,735.00 "
1,92972,$30.00 ,3,3,1,1,$40.00 ,$30.67 ,$30.67 ,$25.00 ,16,23,14,26,23,6,12,10,N,0,,F,U,"$122,735.00 "
0,93025,,3,19,0,7,$10.00 ,$8.33 ,$6.26 ,,18,125,13,34,68,6,6,29,S,1,40,F,U,"$27,897.00 "
0,93137,,5,5,1,1,$13.00 ,$12.20 ,$12.20 ,$10.00 ,18,33,12,31,29,6,15,13,A,0,,F,U,$0.00 
0,93187,,3,19,1,12,$5.00 ,$5.00 ,$3.79 ,$5.00 ,17,111,11,28,66,4,10,24,S,1,,U,U,$0.00 
0,93174,,10,12,7,7,$15.00 ,$12.70 ,$11.58 ,$11.14 ,17,36,13,30,32,6,16,14,S,1,45,F,H,"$36,299.00 "
0,8684,,0,11,0,4,$0.00 ,$0.00 ,$9.36 ,,15,105,23,23,81,4,4,25,A,1,57,F,U,$0.00 
1,4314,$6.00 ,5,29,3,18,$5.00 ,$6.00 ,$5.45 ,$5.00 ,17,130,15,35,99,6,16,34,S,1,75,F,H,"$39,604.00 "
1,93218,$10.00 ,4,4,3,3,$25.00 ,$11.25 ,$11.25 ,$12.67 ,16,33,14,30,30,6,13,11,A,0,,M,U,$0.00 
0,190117,,1,2,1,2,$15.00 ,$15.00 ,$12.50 ,$15.00 ,17,40,4,12,14,2,6,7,E,0,,F,U,$0.00 
0,7086,,2,8,2,6,$50.00 ,$47.50 ,$39.38 ,$47.50 ,17,101,12,27,75,5,15,31,A,0,79,F,U,$0.00 
1,93334,$30.00 ,2,2,1,1,$30.00 ,$27.50 ,$27.50 ,$25.00 ,18,24,13,25,21,6,11,9,N,0,50,F,U,"$40,131.00 "
0,93361,,2,4,0,2,$16.00 ,$13.00 ,$8.50 ,,19,75,11,21,32,6,6,13,A,0,83,F,H,"$40,131.00 "
0,93391,,6,25,4,20,$8.00 ,$6.67 ,$5.68 ,$6.75 ,18,127,11,31,80,5,15,32,S,1,87,M,H,"$40,131.00 "
0,93345,,5,8,3,4,$6.00 ,$8.40 ,$7.25 ,$8.33 ,15,41,13,34,36,6,16,15,A,0,,M,U,"$40,131.00 "
0,142672,,5,9,2,3,$15.00 ,$14.20 ,$10.89 ,$12.00 ,15,45,14,33,39,6,17,17,S,1,79,F,U,$0.00 
1,93397,$20.00 ,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,17,17,11,16,14,5,7,6,F,1,,F,U,$0.00 
1,93356,$25.00 ,2,6,0,3,$20.00 ,$17.50 ,$11.83 ,,18,64,14,33,50,6,6,20,S,1,60,F,U,"$41,449.00 "
1,93432,$11.00 ,3,11,0,5,$10.00 ,$9.33 ,$6.00 ,,18,92,13,31,58,6,6,22,S,1,,F,U,$0.00 
0,93423,,4,15,1,6,$17.00 ,$16.00 ,$14.07 ,$15.00 ,26,67,10,32,54,5,16,22,A,1,47,M,H,"$41,449.00 "
0,93476,,2,4,1,1,$25.00 ,$25.00 ,$25.00 ,$25.00 ,18,29,14,29,28,6,14,12,A,0,67,F,H,"$39,838.00 "
1,93496,$10.00 ,4,22,4,12,$4.00 ,$6.50 ,$4.45 ,$6.50 ,15,122,7,18,36,4,12,18,S,1,78,F,U,$0.00 
1,94804,$30.00 ,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,21,21,8,15,13,3,6,5,N,0,,F,U,$0.00 
1,93538,$36.00 ,1,3,0,2,$26.00 ,$26.00 ,$20.67 ,,26,67,10,27,46,5,5,17,A,0,72,F,H,"$25,265.00 "
0,93565,,4,7,3,6,$15.00 ,$12.50 ,$10.14 ,$11.67 ,18,65,13,34,49,6,16,19,A,1,61,F,U,"$43,729.00 "
0,93575,,2,11,2,6,$17.00 ,$16.00 ,$7.64 ,$16.00 ,18,104,13,35,59,6,17,26,A,0,55,M,H,"$43,729.00 "
0,3964,,4,33,1,8,$50.00 ,$50.00 ,$47.00 ,$50.00 ,15,80,35,57,120,7,18,27,S,1,,M,U,"$43,729.00 "
0,2510,,3,3,1,2,$17.00 ,$16.67 ,$16.67 ,$18.00 ,13,20,22,27,27,8,10,10,F,0,68,M,H,"$43,729.00 "
0,93597,,1,1,0,0,$25.00 ,$25.00 ,$25.00 ,,18,18,11,16,13,5,5,6,F,0,,U,U,$0.00 
1,93681,$16.00 ,1,6,1,4,$16.00 ,$16.00 ,$12.33 ,$16.00 ,17,79,11,26,47,4,10,17,A,0,74,M,H,"$42,011.00 "
1,93684,$11.00 ,4,8,2,4,$11.00 ,$11.25 ,$8.88 ,$11.00 ,15,104,12,30,57,6,14,23,A,0,55,M,H,"$42,011.00 "
0,93732,,2,7,1,4,$21.00 ,$20.00 ,$13.00 ,$19.00 ,17,76,13,34,55,6,16,23,A,0,41,U,U,$0.00 
1,93742,$30.00 ,1,4,0,1,$20.00 ,$20.00 ,$20.00 ,,21,100,13,30,56,6,6,22,A,0,62,F,H,"$44,965.00 "
1,93713,$20.00 ,2,2,2,2,$16.00 ,$13.00 ,$13.00 ,$13.00 ,23,30,10,24,22,4,10,9,A,0,66,F,H,"$44,965.00 "
0,93705,,2,2,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,19,24,12,23,20,6,11,9,N,0,69,M,U,"$44,965.00 "
0,93719,,2,4,1,2,$38.00 ,$35.63 ,$29.31 ,$33.25 ,15,43,13,35,41,6,17,17,A,0,53,M,H,"$44,965.00 "
1,93809,$10.00 ,2,12,1,5,$10.00 ,$10.00 ,$7.58 ,$10.00 ,18,93,12,32,60,6,15,25,A,0,77,M,U,$0.00 
0,93781,,3,4,1,2,$15.00 ,$11.67 ,$10.00 ,$15.00 ,16,45,13,30,34,6,13,13,A,0,31,M,H,"$59,493.00 "
1,93824,$10.00 ,5,26,4,16,$10.00 ,$8.40 ,$4.58 ,$8.00 ,16,126,12,32,68,5,15,31,S,1,79,F,H,"$59,493.00 "
0,93820,,1,14,0,12,$20.00 ,$20.00 ,$6.57 ,,26,129,9,27,69,4,4,26,A,1,52,M,H,"$59,493.00 "
0,1154,,2,3,2,2,$20.00 ,$12.50 ,$11.67 ,$12.50 ,24,59,10,26,29,4,10,10,A,0,78,F,U,$0.00 
1,93883,$4.00 ,7,9,3,4,$5.00 ,$3.86 ,$3.56 ,$3.00 ,18,41,14,31,33,6,14,13,S,1,51,M,H,"$40,935.00 "
1,93894,$11.00 ,8,16,3,8,$5.00 ,$5.25 ,$5.44 ,$5.00 ,15,75,13,34,58,6,17,23,S,1,82,F,H,"$40,935.00 "
0,93881,,1,2,0,0,$20.00 ,$20.00 ,$15.00 ,,26,39,9,28,29,4,4,12,A,0,44,M,U,"$40,935.00 "
1,93880,$5.00 ,2,3,0,0,$20.00 ,$15.00 ,$12.00 ,,18,32,12,31,28,6,6,13,A,0,41,M,H,"$40,935.00 "
0,93876,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,18,18,10,15,12,4,6,5,F,0,57,M,U,"$40,935.00 "
1,5070,$10.00 ,4,20,3,13,$10.00 ,$12.50 ,$7.85 ,$10.00 ,17,130,25,46,115,5,15,33,A,1,74,F,H,"$50,546.00 "
1,189130,$51.00 ,1,6,1,4,$36.00 ,$36.00 ,$20.83 ,$36.00 ,18,89,13,32,57,6,15,23,A,0,69,M,U,"$56,916.00 "
1,93500,$10.00 ,3,12,1,6,$6.00 ,$12.67 ,$8.33 ,$14.00 ,15,121,16,35,70,6,15,30,A,0,60,F,U,$0.00 
1,94113,$10.00 ,1,8,1,6,$10.00 ,$10.00 ,$10.63 ,$10.00 ,23,92,12,32,59,6,15,24,A,1,50,F,U,"$27,096.00 "
0,94141,,2,9,1,3,$15.00 ,$16.00 ,$10.44 ,$20.00 ,18,75,13,34,55,6,16,23,A,0,37,F,H,"$54,425.00 "
1,94177,$11.00 ,4,16,3,9,$10.00 ,$8.50 ,$5.56 ,$8.00 ,16,130,17,37,74,6,15,29,A,0,65,F,H,"$54,425.00 "
1,93086,$20.00 ,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,20,20,10,17,15,4,7,6,F,0,34,F,U,$0.00 
1,94239,$15.00 ,4,4,2,2,$10.00 ,$10.00 ,$10.00 ,$10.00 ,15,28,12,24,25,5,11,10,A,1,,F,U,"$37,766.00 "
0,94433,,7,33,3,13,$25.00 ,$11.00 ,$7.10 ,$6.67 ,16,113,14,36,71,6,17,30,S,1,47,F,U,$0.00 
1,4048,$17.00 ,1,16,0,9,$17.00 ,$17.00 ,$11.19 ,,18,103,14,31,77,6,6,29,A,1,63,F,U,"$37,766.00 "
1,5642,$48.00 ,6,69,2,14,$25.00 ,$21.33 ,$17.33 ,$19.00 ,10,111,29,51,124,5,16,30,S,1,,F,H,"$48,639.00 "
1,4606,$25.00 ,2,12,0,2,$25.00 ,$25.00 ,$24.75 ,,15,103,22,42,92,7,7,28,A,0,72,U,U,$0.00 
1,94289,$6.00 ,6,9,3,4,$7.00 ,$7.00 ,$7.22 ,$7.33 ,18,36,12,31,31,6,16,14,A,1,71,F,H,"$48,639.00 "
1,94312,$10.00 ,3,12,1,6,$10.00 ,$10.67 ,$9.75 ,$10.00 ,18,79,13,32,58,6,16,24,S,1,79,F,U,$0.00 
